satellite_name,official_name,un_registry,country_operator,owner,users,purpose,primary_purpose,detailed_purpose,orbit_class,orbit_type,geo_longitude,perigee_km,apogee_km,eccentricity,inclination_degrees,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,launch_date,lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,cospar_id,norad_id,is_commercial,is_government,is_military,is_civil
ANGELS (Argos Neo on a Generic Economical and Light Satellite),ANGELS,France,ESA,Centre National d'Etudes Spatiales (CNES),Government,Communications,Communications,,LEO,Sun-Synchronous,0.0,509.0,524.0,0.00109,97.4,94.9,18.0,17.027027027027028,120.0,2019-12-18,,CNES,ESA,Guiana Space Center,Soyuz,2019-092D,44876,0,1,0,0
Angosat-2,Angosat-2,NR (12/22),Angola,AngoSat,Government,Communications,Communications,,LEO,,23.0,35782.0,35791.0,0.000107,0.02,,2150.0,2033.7837837837837,120.0,2022-10-12,,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton,2022-131A,54033,0,1,0,0
Anik F1,Anik F1,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,Communications,,GEO,,-107.27,35778.0,35793.0,0.000178,0.02,1436.08,4710.0,2950.0,10000.0,2000-11-21,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2000-076A,26624,1,0,0,0
Anik F1R,Anik F1R,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,Communications,,GEO,,-107.3,35777.0,35795.0,0.000213,0.02,1436.1,4500.0,2189.329738058552,10000.0,2005-09-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2005-036A,28868,1,0,0,0
Anik F2,Anik F2,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,Communications,,GEO,,-111.07,35781.0,35790.0,0.000107,0.01,1436.08,5910.0,3805.0,16000.0,2004-07-18,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2004-027A,28378,1,0,0,0
Anik F3,Anik F3,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,Communications,,GEO,,-118.69,35778.0,35794.0,0.00019,0.01,1436.1,4715.0,2293.9310477657937,17500.0,2007-04-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2007-009A,31102,1,0,0,0
Anik G1,Anik G1,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,Communications,,GEO,,-107.3,35773.0,35799.0,0.000308,0.01,1436.08,4905.0,2386.3694144838214,17500.0,2013-04-15,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2013-014A,39127,1,0,0,0
AprizeSat 1 (LatinSat-C),AprizeSat 1,USA,Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Technology Development,Communications,,LEO,Sun-Synchronous,0.0,696.0,764.0,0.00479,98.0,99.4,12.0,12.0,20.0,2004-06-29,,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr,2004-025G,28372,1,0,0,0
AprizeSat 10 (exactView-13),AprizeSat 10,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613.0,733.0,0.00852,97.9,98.0,12.0,12.0,120.0,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033K,40019,1,0,0,0
AprizeSat 2 (LatinSat-D),AprizeSat 2,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Technology Development,Communications,,LEO,Sun-Synchronous,0.0,694.0,850.0,0.0109,98.2,100.3,12.0,12.0,20.0,2004-06-29,,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr,2004-025A,28366,1,0,0,0
AprizeSat 3,AprizeSat 3,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,559.0,662.0,0.00738,98.18,97.0,12.0,12.0,120.0,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686,1,0,0,0
AprizeSat 4,AprizeSat 4,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,604.0,674.0,0.00499,98.1,97.5,12.0,12.0,120.0,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684,1,0,0,0
AprizeSat 5,AprizeSat 5,USA,Canada,"Aprize Satellite, Argentina",Commercial,Communications,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,610.0,694.0,0.00598,98.2,97.8,12.0,12.0,120.0,2011-08-17,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2011-044E,37792,1,0,0,0
AprizeSat 7,AprizeSat 7,USA,Canada,"Aprize Satellite, Argentina",Commercial,Communications,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594.0,653.0,0.00422,97.8,97.17,12.0,12.0,120.0,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066A,39416,1,0,0,0
AprizeSat 8 (exactView-12),AprizeSat 8,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594.0,669.0,0.00536,97.8,97.99,12.0,12.0,120.0,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066K,39425,1,0,0,0
AprizeSat 9 (exactView-11),AprizeSat 9,USA,USA,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613.0,715.0,0.00725,97.9,98.0,12.0,12.0,120.0,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033J,40018,1,0,0,0
Apstar 6C,Apstar 6C,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,Communications,,GEO,,134.0,35783.0,35790.0,8.3e-05,0.05,1436.1,4463.0,2171.328582434515,10000.0,2018-05-03,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2018-041A,43450,1,0,0,0
Apstar 6D,Apstar 6D,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,Communications,,GEO,,134.0,35785.0,35885.0,0.00118,0.01,1438.5,5550.0,2700.173343605547,10000.0,2020-07-09,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2020-045A,45863,1,0,0,0
Apstar 6E,Apstar 6E,NR (9/23),China,APT Satellite Holdings Ltd.,Commercial,Communications,Communications,,GEO,,134.0,35700.0,35700.0,0.0,0.0,1436.0,4300.0,2090.0,10000.0,2023-01-12,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2023-005A,55239,1,0,0,0
Apstar 7,Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,Communications,,GEO,,76.5,35864.0,35874.0,0.000118,0.03,1440.31,5054.0,2458.8605546995377,10000.0,2012-03-31,15.0,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107,1,0,0,0
Apstar 9,Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,Communications,,GEO,,142.0,35782.0,35788.0,7.12e-05,0.12,1436.01,5200.0,2529.8921417565484,10500.0,2015-10-16,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982,1,0,0,0
Arabsat 5C,Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,Communications,,GEO,,19.99,35766.0,35805.0,0.000463,0.06,1436.06,4630.0,2252.577041602465,10000.0,2011-09-21,15.0,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2011-049B,37810,0,1,0,0
Arabsat 6A,Arabsat 6A,NR,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,Communications,,GEO,,30.5,35774.0,35811.0,0.000439,0.01,1436.0,6465.0,3145.337057010786,20000.0,2019-04-11,15.0,Lockheed Martin,USA,Cape Canaveral,Falcon Heavy,2019-021A,44186,1,0,0,0
ARCE 1A (Articulated Reconnaissance and Communications Expedition-1),ARCE 1A,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,526.0,535.0,0.000652,97.5,95.2,1.0,0.9459459459459459,50.0,2021-01-24,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006BZ,47484,0,0,0,1
ARCE 1B (Articulated Reconnaissance and Communications Expedition-1),ARCE 1B,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,522.0,536.0,0.00101,97.5,95.2,1.0,0.9459459459459459,50.0,2021-01-24,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006EG,47615,0,0,0,1
ARCE 1C (Articulated Reconnaissance and Communications Expedition-1),ARCE 1C,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,522.0,536.0,0.00101,97.5,95.2,1.0,0.9459459459459459,50.0,2021-01-24,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006EH,47616,0,0,0,1
ARCSAT,ARCSAT,NR (4/22),Norway,Norwegian Defence Research Establishment,Military,Technology Demonstration,Technology Development,,LEO,Sun-Synchronous,0.0,499.0,510.0,0.0008,97.4,95.0,10.0,9.45945945945946,86.0,2022-04-01,,Norwegian Defence Research Establishment,Norway,Cape Canaveral,Falcon 9,2022-033E,52161,0,0,1,0
ARICA,ARICA,NR (1/22),Japan,Aoyama Gakuin University in Tokyo,Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,547.0,572.0,0.0018,97.6,95.0,1.0,0.9459459459459459,50.0,2021-11-08,,Aoyama Gakuin University in Tokyo,Japan,Uchinoura Space Center,H2A,2021-102J,49403,0,0,0,1
Arktika-M1,Arktika-M1,Russia,Russia,Naval Physical and Oceanographic Laboratory,Government,Earth Observation,Earth Observation,Meteorology,ELLIPTICAL,,0.0,1025.0,39754.0,0.724,63.3,717.8,2200.0,780.0,2000.0,2021-02-28,7.0,NPO Lavochkin,Russia,Baikonur Cosmodrome,Soyuz-2.1b,2021-016A,47719,0,1,0,0
Arkyd-6A,Arkyd-6A,USA,USA,Planetary Resources,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,493.0,505.0,0.000873,97.5,94.5,10.0,9.45945945945946,50.0,2018-01-11,,Planetary Resources,USA,Satish Dhawan Space Centre,PSLV,2018-004V,43130,1,0,0,0
ArSat 1,ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,Communications,,GEO,,-71.8,35778.0,35795.0,0.000202,0.01,1436.07,3000.0,1459.5531587057012,10000.0,2014-10-16,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,1,0,0,0
ArSat 2,ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,Communications,,GEO,,-81.0,35786.0,35801.0,0.000178,0.01,1436.06,2977.0,1448.363251155624,4600.0,2015-09-30,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,1,0,0,0
Arthur,Arthur,Belgium,Belgium,Aerospacelab,Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,512.0,535.0,0.00167,97.5,95.1,20.0,18.91891891891892,815.0,2021-06-30,,Astrospacelab,Belgium,Cape Canaveral,Falcon 9,2021-059CC,48953,1,0,0,0
ASELSAT,ASELSAT,NR,Turkey,Istanbul Technical  University,Civil,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,522.0,536.0,0.00101,97.5,95.2,5.0,4.72972972972973,815.0,2021-01-24,,Istanbul Technical University,Turkey,Cape Canaveral,Falcon 9,2021-006AE,47441,0,0,0,1
AsiaSat-5,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,Communications,,GEO,,100.5,35778.0,35795.0,0.000202,0.0,1436.11,3760.0,1829.3066255778122,10000.0,2009-08-11,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,1,0,0,0
AsiaSat-6 (Thaicom-7),AsiaSat-6,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,Communications,,GEO,,120.0,35783.0,35793.0,0.000119,0.07,1436.17,3700.0,1800.115562403698,10000.0,2014-09-07,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,1,0,0,0
AsiaSat-7,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,Communications,,GEO,,105.5,35782.0,35793.0,0.00013,0.02,1436.17,3813.0,1855.0920647149462,10000.0,2011-11-25,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,1,0,0,0
AsiaSat-8,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,Communications,,GEO,,105.5,35781.0,35793.0,0.000142,0.07,1436.1,4500.0,2189.329738058552,8500.0,2014-08-05,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,1,0,0,0
AsiaSat-9,AsiaSat-9,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,Communications,,GEO,,122.0,35783.0,35790.0,8.3e-05,0.02,1436.1,6140.0,2987.2187981510015,10000.0,2017-09-28,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2017-057A,42942,1,0,0,0
AsiaStar,AsiaStar,USA,USA,1Worldspace,Commercial,Communications,Communications,,GEO,,104.97,35773.0,35801.0,0.000332,0.02,1436.15,2775.0,1530.0,5600.0,2000-03-21,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,1,0,0,0
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),ASNARO-1,Japan,Japan,Japan Space Systems,Government,Earth Observation,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,506.0,507.0,7.27e-05,97.48,94.75,500.0,472.97297297297297,815.0,2014-11-06,3.0,NEC Corporation,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298,0,1,0,0
ASNARO 2 (Advanced Satellite with New system Architecture for Observation),ASNARO-2,Japan,Japan,Japan Space Systems,Government,Earth Observation,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,493.0,505.0,0.000873,97.3,94.5,570.0,539.1891891891892,815.0,2018-01-17,3.0,NEC Corporation,Japan,Uchinoura Space Center,Epsilon,2018-007A,43152,0,1,0,0
ASTERISC (Asutarisuku),ASTERISC,NR (1/22),Japan,Chiba Institute of Technology,Civil,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,556.0,573.0,0.00123,97.6,94.5,4.0,3.7837837837837838,50.0,2021-11-08,,Chiba Institute of Technology,Japan,Uchinoura Space Center,H2A,2021-102C,49397,0,0,0,1
Astra 1G,Astra 1G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,19.24,35780.0,35791.0,0.00013,0.04,1436.08,3379.0,3010.0,6600.0,1997-12-02,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,1,0,0,0
Astra 1KR,Astra 1KR,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,19.16,35766.0,35807.0,0.000486,0.08,1436.1,4332.0,2107.5947611710326,12000.0,2006-04-20,15.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,1,0,0,0
Astra 1L,Astra 1L,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,19.3,35772.0,35798.0,0.000308,0.05,1436.03,4500.0,2189.329738058552,13000.0,2007-05-04,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,1,0,0,0
Astra 1M,Astra 1M,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,19.2,35804.0,35852.0,0.000569,0.14,1438.2,5345.0,2600.4372110939908,9900.0,2008-11-05,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436,1,0,0,0
Astra 1N,Astra 1N,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.2,35715.0,35780.0,0.000772,0.12,1434.1,5350.0,2602.8697996918336,10000.0,2011-08-06,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,1,0,0,0
Astra 2A,Astra 2A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.16,35776.0,35797.0,0.000249,0.08,1436.12,3635.0,2500.0,7000.0,1998-08-30,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1998-050A,25462,1,0,0,0
Astra 2C,Astra 2C,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.21,35768.0,35804.0,0.000427,0.07,1436.12,3643.0,2000.0,7000.0,2001-06-16,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,2001-025A,26853,1,0,0,0
Astra 2D,Astra 2D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.14,35770.0,35802.0,0.00038,0.07,1436.1,1420.0,700.0,1500.0,2000-12-19,15.0,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 5G,2000-081A,26638,1,0,0,0
Astra 2E (Eutelsat 28E),Astra 2E,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.2,35781.0,35793.0,0.000142,0.11,1436.12,6052.0,2944.405238828968,13000.0,2013-09-29,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2013-056A,39285,1,0,0,0
Astra 2F (Eutelsat 28F),Astra 2F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.2,35777.0,35795.0,0.000213,0.06,1436.07,6000.0,2660.0,10000.0,2012-09-28,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,2012-051A,38778,1,0,0,0
Astra 2G (Eutelsat 28G),Astra 2G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,28.2,35785.0,35789.0,4.74e-05,0.09,1436.11,6000.0,2919.1063174114024,13000.0,2014-12-27,15.0,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M,2014-089A,40364,1,0,0,0
Astra 3A,Astra 3A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,23.48,35770.0,35804.0,0.000403,0.06,1436.07,1500.0,750.0,1500.0,2002-03-29,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015B,27400,1,0,0,0
Astra 3B,Astra 3B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,23.5,35768.0,35806.0,0.000451,0.08,1436.11,5471.0,2661.73844375963,10000.0,2010-05-21,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-021A,36581,1,0,0,0
Astra 5B,Astra 5B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,Communications,,GEO,,31.55,35787.0,35793.0,7.12e-05,0.05,1436.26,5724.0,2784.827426810478,10000.0,2014-03-22,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2014-011B,39617,1,0,0,0
Astranis Demosat-2,Astranis Demosat-2,USA,USA,Astranis,Commercial,Technology Development,Technology Development,,LEO,Sun-Synchronous,0.0,494.0,505.0,0.000801,97.5,94.5,8.0,7.5675675675675675,50.0,2018-01-11,,Astranis,USA,Satish Dhawan Space Centre,PSLV,2018-004S,43127,1,0,0,0
Astrocast-0101,Astrocast-0101,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,521.0,534.0,0.000942,97.5,94.6,4.0,3.7837837837837838,120.0,2021-01-24,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006T,47430,1,0,0,0
Astrocast-0102,Astrocast-0102,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,523.0,535.0,0.00087,97.5,94.6,4.0,3.7837837837837838,120.0,2021-01-24,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CD,47488,1,0,0,0
Astrocast-0103,Astrocast-0103,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,522.0,536.0,0.00101,97.5,94.6,4.0,3.7837837837837838,120.0,2021-01-24,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CC,47487,1,0,0,0
Astrocast-0104,Astrocast-0104,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,524.0,537.0,0.000942,97.5,94.5,4.0,3.7837837837837838,120.0,2021-01-24,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006DK,47519,1,0,0,0
Astrocast-0105,Astrocast-0105,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,526.0,535.0,0.000652,97.5,94.5,4.0,3.7837837837837838,120.0,2021-01-24,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006DH,47517,1,0,0,0
Astrocast-0201,Astrocast-0201,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,512.0,535.0,0.00167,97.5,95.1,4.0,3.7837837837837838,120.0,2021-06-30,,Astrocast,Swizerland,Cape Canaveral,Falcon 9,2021-059CD,48954,1,0,0,0
Astrocast-0202,Astrocast-0202,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,511.0,536.0,0.00181,97.5,95.0,4.0,3.7837837837837838,120.0,2021-06-30,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CL,48961,1,0,0,0
Astrocast-0203,Astrocast-0203,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,511.0,536.0,0.00181,97.5,95.0,4.0,3.7837837837837838,120.0,2021-06-30,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CE,48955,1,0,0,0
Astrocast-0204,Astrocast-0204,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,513.0,536.0,0.00167,97.5,95.1,4.0,3.7837837837837838,120.0,2021-06-30,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CB,48952,1,0,0,0
Astrocast-0205,Astrocast-0205,NR (1/22),Switzerland,Astrocast,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,513.0,535.0,0.0016,97.5,95.0,4.0,3.7837837837837838,120.0,2021-06-30,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CK,48960,1,0,0,0
Astrosat,Astrosat,India,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,Space Science,,LEO,Equatorial,0.0,632.0,649.0,0.00121,5.99,97.54,230.0,217.56756756756758,377.0,2015-09-28,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30,2015-052A,40930,0,1,0,0
AT&T T16,AT&T T16,USA,USA,"DirecTV, Inc.",Commercial,Communications,Communications,,GEO,,-101.0,35653.0,36757.0,0.013,0.02,1436.07,6350.0,3089.3875192604005,10000.0,2019-06-20,15.0,Airbus Defense and Space,France,Guiana Space Center,Ariane 5,2019-034A,44333,1,0,0,0
Athena,Athena,USA,USA,PointView Tech,Commercial,Communications,Communications,,LEO,Sun-Synchronous,0.0,516.0,524.0,0.000581,97.4,94.5,138.0,130.54054054054055,120.0,2020-09-02,,Maxar Technologies,USA,Guiana Space Center,Vega,2020-061D,46275,1,0,0,0
Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),Athena-Fidus,France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,Communications,,GEO,,25.0,35784.0,35788.0,4.74e-05,0.05,1436.06,3080.0,1498.4745762711864,10000.0,2014-02-06,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2014-006B,39509,0,1,1,0
